# Program:featureCounts v2.0.3; Command:"featureCounts" "-a" "/scratch/lukens/Assignment_2_Genome/genomic.gtf" "-o" "gene_counts.txt" "-T" "8" "-t" "exon" "-g" "gene_id" "-s" "2" "SRR10551657_1.fastqAligned.out.bam" "SRR10551658_1.fastqAligned.out.bam" "SRR10551659_1.fastqAligned.out.bam" "SRR10551660.fastqAligned.out.bam" "SRR10551661.fastqAligned.out.bam" "SRR10551662.fastqAligned.out.bam" "SRR10551663_1.fastqAligned.out.bam" "SRR10551664_1.fastqAligned.out.bam" "SRR10551665_1.fastqAligned.out.bam" 
Geneid	Chr	Start	End	Strand	Length	SRR10551657_1.fastqAligned.out.bam	SRR10551658_1.fastqAligned.out.bam	SRR10551659_1.fastqAligned.out.bam	SRR10551660.fastqAligned.out.bam	SRR10551661.fastqAligned.out.bam	SRR10551662.fastqAligned.out.bam	SRR10551663_1.fastqAligned.out.bam	SRR10551664_1.fastqAligned.out.bam	SRR10551665_1.fastqAligned.out.bam
YLR129W	NC_001144.5	399657	402488	+	2832	32	20	28	73	51	28	31	47	35
YLR130C	NC_001144.5	402794	404062	-	1269	20	14	16	27	34	19	25	38	34
YLR131C	NC_001144.5	404510	406822	-	2313	40	29	37	23	16	9	9	19	13
YLR132C	NC_001144.5	407283	408155	-	873	4	4	5	5	13	4	7	9	8
YLR133W	NC_001144.5	408445	410193	+	1749	38	21	30	106	92	53	102	96	88
YLR134W	NC_001144.5	410723	412414	+	1692	109	63	80	379	189	186	580	580	573
YLR135W	NC_001144.5	413281	415527	+	2247	29	17	13	28	32	13	26	12	29
YLR136C	NC_001144.5	415801	416658	-	858	4	2	3	25	19	9	9	7	8
YLR137W	NC_001144.5	417006	418109	+	1104	24	9	17	8	11	6	12	11	18
YLR138W	NC_001144.5	418437	421394	+	2958	104	71	74	138	137	51	121	172	173
YLR139C	NC_001144.5	421542	423473	-	1932	16	16	12	7	17	3	25	17	20
YLR141W	NC_001144.5	423683	424774	+	1092	17	11	16	11	12	7	8	6	8
YLR142W	NC_001144.5	425186	426616	+	1431	776	423	475	1624	1428	808	2274	2684	2649
YNCL0008W	NC_001144.5	427132	427203	+	72	0	0	0	1	0	0	0	0	0
YLR143W	NC_001144.5	427329	429386	+	2058	17	9	4	28	17	20	17	33	24
YLR144C	NC_001144.5	429677	432016	-	2340	26	18	17	44	43	34	52	82	57
YLR145W	NC_001144.5	432168	432773	+	606	17	15	14	19	22	4	5	6	13
YLR146C	NC_001144.5	432823	433725	-	903	14	8	4	34	18	22	12	25	14
YLR146W-A	NC_001144.5	433870	434058	+	189	24	22	26	31	22	8	7	5	6
YLR147C	NC_001144.5	434158	434463	-	306	28	19	20	43	36	12	10	31	18
YLR148W	NC_001144.5	434641	437397	+	2757	38	26	23	77	62	20	47	60	68
YLR149C	NC_001144.5	437631	439823	-	2193	155	137	172	138	87	55	145	192	150
YLR150W	NC_001144.5	440467	441288	+	822	217	113	120	358	239	147	138	155	162
YLR151C	NC_001144.5	441715	442737	-	1023	16	11	6	19	9	10	13	17	17
YLR152C	NC_001144.5	442958	444688	-	1731	40	21	27	105	62	48	182	202	159
YLR153C	NC_001144.5	445524	447575	-	2052	152	89	65	535	200	292	377	417	432
YLR154C	NC_001144.5	447982	448314	-	333	21	13	25	24	33	10	7	13	17
YNCL0009C	NC_001144.5	448650	448721	-	72	0	1	0	0	0	0	0	1	0
YNCL0010C	NC_001144.5	451575	458432	-	6858	0	0	0	0	0	0	0	0	0
YNCL0011C	NC_001144.5	451575	451785	-	211	0	0	0	0	0	0	0	0	0
YNCL0012C	NC_001144.5	451786	455181	-	3396	0	0	0	0	0	0	0	0	0
YLR154W-C	NC_001144.5	454696	455070	+	375	1097	1349	4134	263	225	367	297	301	381
YNCL0013C	NC_001144.5	455182	455413	-	232	0	0	0	0	0	0	0	0	0
YNCL0014C	NC_001144.5	455414	455571	-	158	0	0	0	0	0	0	0	0	0
YNCL0015C	NC_001144.5	455572	455932	-	361	0	0	0	0	0	0	0	0	0
YNCL0016C	NC_001144.5	455933	457732	-	1800	0	0	0	0	0	0	0	0	0
YNCL0017C	NC_001144.5	457733	458432	-	700	0	0	0	0	0	0	0	0	0
YNCL0018W	NC_001144.5	459676	459796	+	121	6	5	4	0	2	0	0	1	1
YNCL0020C	NC_001144.5	460712	467569	-	6858	0	0	0	0	0	0	0	0	0
YNCL0019C	NC_001144.5	460712	460922	-	211	0	0	0	0	0	0	0	0	0
YNCL0021C	NC_001144.5	460923	464318	-	3396	0	0	0	0	0	0	0	0	0
YLR154C-G	NC_001144.5	462522	462671	-	150	0	0	0	0	0	0	0	0	0
YNCL0022C	NC_001144.5	464319	464550	-	232	0	0	0	0	0	0	0	0	0
YNCL0023C	NC_001144.5	464551	464708	-	158	0	0	0	0	0	0	0	0	0
YNCL0024C	NC_001144.5	464709	465069	-	361	0	0	0	0	0	0	0	0	0
YNCL0025C	NC_001144.5	465070	466869	-	1800	0	0	0	0	0	0	0	0	0
YNCL0026C	NC_001144.5	466870	467569	-	700	0	0	0	0	0	0	0	0	0
YNCL0027W	NC_001144.5	468813	468931	+	119	0	0	1	0	0	0	0	0	0
YLR154C-H	NC_001144.5	468827	468958	-	132	0	0	0	0	0	0	0	0	0
YLR155C	NC_001144.5	469317	470405	-	1089	0	0	0	0	0	0	0	0	0
YLR156W	NC_001144.5	472113	472457	+	345	0	0	0	0	0	0	0	0	0
YNCL0028W	NC_001144.5	472465	472583	+	119	0	0	0	0	0	0	0	0	0
YLR156C-A	NC_001144.5	472479	472610	-	132	0	0	0	0	0	0	0	0	0
YLR157C	NC_001144.5	472969	474057	-	1089	0	0	0	0	0	0	0	0	0
YLR157W-D	NC_001144.5	475764	475976	+	213	0	0	0	0	0	0	0	0	0
YLR157C-B	NC_001144.5	476333	481601	-	5269	1	0	1	0	1	0	0	1	1
YLR157C-A	NC_001144.5	480279	481601	-	1323	0	0	0	0	0	0	0	0	0
YLR157W-E	NC_001144.5	481873	482037	+	165	0	0	0	0	0	0	0	0	0
YNCL0029W	NC_001144.5	482045	482163	+	119	0	0	0	0	0	0	0	0	0
YLR157C-C	NC_001144.5	482059	482190	-	132	0	0	0	0	0	0	0	0	0
YLR158C	NC_001144.5	482549	483637	-	1089	0	0	0	0	0	0	0	0	0
YLR159W	NC_001144.5	485345	485689	+	345	0	0	0	0	0	0	0	0	0
YNCL0030W	NC_001144.5	485697	485815	+	119	0	0	0	0	0	0	0	0	0
YLR159C-A	NC_001144.5	485711	485842	-	132	0	0	0	0	0	0	0	0	0
YLR160C	NC_001144.5	486201	487289	-	1089	0	0	0	0	0	0	0	0	0
YLR161W	NC_001144.5	488997	489341	+	345	0	0	0	0	0	0	0	0	0
YNCL0031W	NC_001144.5	489349	489469	+	121	0	0	0	0	0	0	0	0	0
YLR162W	NC_001144.5	489573	489929	+	357	18	7	7	7	4	8	6	5	6
YLR162W-A	NC_001144.5	490406	490594	+	189	18	17	23	5	4	13	26	19	20
YLR163C	NC_001144.5	491866	493254	-	1389	93	60	76	121	87	61	95	127	108
YLR164W	NC_001144.5	493883	494389	+	507	9	6	11	13	8	9	62	62	81
YLR165C	NC_001144.5	494494	495258	-	765	23	15	14	24	26	2	19	16	21
YLR166C	NC_001144.5	495429	498044	-	2616	50	19	33	85	51	18	56	66	82
YLR167W	NC_001144.5	498947	499405	+	459	914	548	498	1135	683	661	331	401	431
YLR168C	NC_001144.5	499578	500270	-	693	171	129	145	383	510	124	66	100	109
YLR170C	NC_001144.5	500579	501049	-	471	39	14	23	85	71	34	39	46	59
YLR172C	NC_001144.5	501260	502162	-	903	28	12	17	71	65	51	33	28	31
YLR173W	NC_001144.5	502421	504247	+	1827	18	7	5	23	23	19	46	52	49
YLR174W	NC_001144.5	504591	505829	+	1239	121	97	89	342	187	264	32	40	45
YLR175W	NC_001144.5	506134	507585	+	1452	112	81	85	74	125	24	40	40	47
YLR176C	NC_001144.5	507797	510232	-	2436	59	42	49	27	41	9	25	23	24
YLR177W	NC_001144.5	511054	512940	+	1887	207	159	191	74	82	67	123	128	111
YLR178C	NC_001144.5	513162	513821	-	660	804	609	751	102	143	72	331	408	334
YLR179C	NC_001144.5	514108	514713	-	606	130	110	124	196	145	128	78	88	101
YLR180W	NC_001144.5	515262	516410	+	1149	53	22	44	44	42	32	21	20	23
YLR181C	NC_001144.5	516678	517670	-	993	36	22	12	37	40	9	25	19	29
YLR182W	NC_001144.5	517940	520351	+	2412	53	48	38	75	77	20	33	51	69
YLR183C	NC_001144.5	520543	522012	-	1470	13	9	5	28	16	12	4	6	11
YLR185W	NC_001144.5;NC_001144.5	522663;523029	522669;523288	+;+	267	270	155	181	309	247	130	92	104	101
YLR186W	NC_001144.5	523632	524390	+	759	22	13	19	52	30	25	8	19	15
YLR187W	NC_001144.5	524865	527945	+	3081	59	45	58	32	65	16	42	48	38
YLR188W	NC_001144.5	528300	530387	+	2088	26	10	13	57	35	40	48	49	52
YLR189C	NC_001144.5	530797	534393	-	3597	193	120	136	166	154	96	261	310	309
YLR190W	NC_001144.5	535214	536689	+	1476	167	110	101	67	65	26	21	24	28
YLR191W	NC_001144.5	537272	538432	+	1161	22	14	23	36	32	10	29	36	26
YLR192C	NC_001144.5	538792	539589	-	798	145	81	99	72	78	36	35	54	45
YLR193C	NC_001144.5	540009	540536	-	528	69	51	75	33	56	18	15	15	23
YLR194C	NC_001144.5	540809	541573	-	765	57	38	56	61	39	51	23	16	22
YLR195C	NC_001144.5	541937	543304	-	1368	51	22	35	118	79	53	51	69	61
YLR196W	NC_001144.5	543968	545698	+	1731	46	38	36	66	49	23	28	28	32
YLR197W	NC_001144.5	546097	547611	+	1515	119	60	56	92	98	23	32	35	31
YLR199C	NC_001144.5;NC_001144.5	547853;548764	548677;548769	-;-	831	22	22	19	54	44	27	33	29	32
YLR200W	NC_001144.5	549012	549356	+	345	20	12	7	17	36	4	9	8	11
YLR201C	NC_001144.5	549511	550293	-	783	96	81	86	80	67	28	61	53	56
YLR203C	NC_001144.5	550650	551960	-	1311	163	121	122	156	167	97	97	89	93
YLR204W	NC_001144.5	552270	552605	+	336	172	135	156	96	119	54	54	58	60
YLR205C	NC_001144.5	552724	553677	-	954	40	29	44	15	22	9	25	22	24
YLR206W	NC_001144.5	554578	556419	+	1842	152	87	123	121	132	52	124	144	147
YLR207W	NC_001144.5	556788	559289	+	2502	48	32	31	49	45	35	59	75	49
YLR208W	NC_001144.5	559551	560444	+	894	103	42	52	104	86	50	56	68	79
YLR209C	NC_001144.5	560797	561732	-	936	38	25	18	45	26	34	25	26	26
YLR210W	NC_001144.5	562008	563390	+	1383	9	10	7	13	13	10	9	18	12
YLR211C	NC_001144.5;NC_001144.5	563792;564514	564454;564531	-;-	681	14	6	10	25	37	3	8	14	12
YLR212C	NC_001144.5	564860	566281	-	1422	8	4	8	35	12	20	7	15	3
YLR213C	NC_001144.5	566654	567922	-	1269	7	2	3	4	3	4	11	10	3
YLR214W	NC_001144.5	568567	570627	+	2061	20	5	11	34	29	20	45	66	58
YLR215C	NC_001144.5	570776	571858	-	1083	25	11	25	30	31	14	26	35	35
YLR216C	NC_001144.5	572096	573211	-	1116	210	153	208	212	253	100	23	38	41
YLR218C	NC_001144.5	573466	573918	-	453	62	68	65	43	44	20	14	15	12
YLR219W	NC_001144.5	574151	576337	+	2187	152	99	120	72	93	42	62	92	70
YLR220W	NC_001144.5	576825	577793	+	969	65	46	48	107	79	84	142	132	119
YLR221C	NC_001144.5	578362	579024	-	663	26	17	21	58	53	7	16	16	20
YLR222C	NC_001144.5	579318	581771	-	2454	22	16	12	39	29	15	5	20	28
YLR223C	NC_001144.5	582233	585490	-	3258	295	218	272	127	321	40	143	171	186
YLR224W	NC_001144.5	586464	587573	+	1110	31	17	24	58	60	42	55	56	73
YLR225C	NC_001144.5	587695	588918	-	1224	115	78	89	123	86	35	59	60	85
YLR226W	NC_001144.5	589354	590541	+	1188	33	24	15	50	43	15	29	26	33
YLR227C	NC_001144.5	590562	592043	-	1482	35	24	29	36	54	14	28	50	41
YNCL0032C	NC_001144.5;NC_001144.5	592519;592582	592562;592619	-;-	82	0	0	0	0	0	0	0	0	0
YLR227W-B	NC_001144.5	593438	598706	+	5269	0	0	0	0	0	0	0	0	0
YLR227W-A	NC_001144.5	593438	594760	+	1323	0	0	0	0	0	0	0	0	0
YLR228C	NC_001144.5	600019	602463	-	2445	14	16	14	24	20	10	28	34	41
YLR229C	NC_001144.5	604212	604787	-	576	69	40	46	116	78	90	104	98	117
YNCL0033C	NC_001144.5;NC_001144.5	605300;605396	605335;605432	-;-	73	1	2	1	1	0	3	2	2	1
YLR231C	NC_001144.5	605758	607119	-	1362	8	5	5	13	9	9	67	60	65
YLR233C	NC_001144.5	607425	609524	-	2100	15	7	16	27	18	15	29	43	29
YLR234W	NC_001144.5	609783	611753	+	1971	4	5	6	3	6	8	8	7	16
YLR236C	NC_001144.5	611794	612117	-	324	6	3	9	5	11	3	6	5	4
YLR237W	NC_001144.5	612367	614163	+	1797	49	28	41	78	52	39	140	166	153
YLR238W	NC_001144.5	614755	616191	+	1437	41	32	29	29	55	11	13	21	27
YLR239C	NC_001144.5	616332	617318	-	987	16	11	11	27	22	8	13	22	23
YLR240W	NC_001144.5	617533	620160	+	2628	31	20	19	64	45	29	73	85	82
YLR241W	NC_001144.5	620473	622821	+	2349	60	38	48	133	80	109	123	107	112
YLR242C	NC_001144.5	622918	623883	-	966	8	6	5	10	12	3	12	10	8
YLR243W	NC_001144.5	624203	625021	+	819	17	9	6	23	11	7	8	18	14
YLR244C	NC_001144.5	625168	626331	-	1164	118	82	101	114	143	76	110	111	115
YLR245C	NC_001144.5	626502	626930	-	429	8	10	1	27	6	10	12	9	12
YLR246W	NC_001144.5	627118	628197	+	1080	33	26	20	56	34	31	56	95	73
YNCL0034W	NC_001144.5;NC_001144.5	628383;628454	628420;628497	+;+	82	0	0	0	0	0	0	0	0	0
YLR247C	NC_001144.5	628684	633354	-	4671	308	237	240	210	207	77	229	283	283
YLR248W	NC_001144.5	634252	636084	+	1833	343	213	275	313	274	174	338	343	336
YLR249W	NC_001144.5	636780	639914	+	3135	576	336	367	1843	784	1316	1742	1892	1588
YLR250W	NC_001144.5	640317	641021	+	705	63	35	35	117	108	68	46	42	71
YLR251W	NC_001144.5	641464	642057	+	594	17	13	22	37	30	24	37	57	41
YLR253W	NC_001144.5	642627	644336	+	1710	38	26	33	81	56	51	72	60	72
YLR254C	NC_001144.5	644404	644973	-	570	58	46	64	48	78	7	37	54	52
YLR255C	NC_001144.5	645600	645953	-	354	4	1	3	1	2	0	5	7	3
YLR256W	NC_001144.5	646415	650923	+	4509	163	137	133	139	162	110	369	413	366
YLR256W-A	NC_001144.5	651117	652439	+	1323	0	0	0	0	0	0	0	0	0
YNCL0035C	NC_001144.5	656934	657006	-	73	0	1	0	1	0	0	0	0	0
YLR257W	NC_001144.5	658826	659791	+	966	273	186	223	216	254	132	605	739	741
YLR258W	NC_001144.5	660716	662833	+	2118	550	384	452	203	181	98	200	222	203
YLR259C	NC_001144.5	663284	665002	-	1719	453	321	389	586	461	356	196	230	185
YLR260W	NC_001144.5	665844	667907	+	2064	58	33	29	57	44	29	44	40	48
YLR261C	NC_001144.5	668237	668563	-	327	1	1	0	0	0	0	0	0	0
YLR262C	NC_001144.5	668244	668891	-	648	9	7	5	14	19	6	1	14	8
YLR262C-A	NC_001144.5	669468	669662	-	195	177	109	140	113	107	36	27	42	56
YLR263W	NC_001144.5	670340	672823	+	2484	31	26	23	14	21	5	26	25	18
YLR264W	NC_001144.5	673131	673334	+	204	32	18	14	86	39	24	11	20	18
YLR264C-A	NC_001144.5	673828	673944	-	117	70	52	59	51	49	14	18	14	22
YLR265C	NC_001144.5	674427	675455	-	1029	6	5	3	5	6	0	2	2	2
YLR266C	NC_001144.5	675619	677724	-	2106	16	7	8	37	26	13	25	33	30
YLR267W	NC_001144.5	678212	679924	+	1713	6	8	5	8	11	6	12	9	16
YLR268W	NC_001144.5	680200	680844	+	645	24	25	21	52	43	30	27	51	44
YLR270W	NC_001144.5	681186	682238	+	1053	440	323	361	149	147	76	169	163	160
YLR271W	NC_001144.5	682737	683561	+	825	32	23	15	15	26	4	17	27	26
YLR272C	NC_001144.5	683672	687202	-	3531	38	15	15	47	27	35	15	19	19
YNCL0036C	NC_001144.5	687859	687932	-	74	0	0	0	0	1	0	1	1	0
YLR273C	NC_001144.5	689083	691029	-	1947	13	17	10	25	21	12	34	32	28
YLR274W	NC_001144.5	691555	693882	+	2328	25	12	20	69	33	22	34	36	40
YLR275W	NC_001144.5;NC_001144.5	694378;694473	694382;694800	+;+	333	10	2	9	33	20	7	8	9	17
YLR276C	NC_001144.5	695046	696830	-	1785	54	26	37	84	88	9	27	35	41
YLR277C	NC_001144.5	697156	699495	-	2340	30	13	21	40	39	14	17	26	30
YLR278C	NC_001144.5	699999	704024	-	4026	115	59	76	137	115	54	192	198	205
YLR281C	NC_001144.5	704493	704960	-	468	4	2	3	5	2	2	2	3	5
YLR283W	NC_001144.5	705186	706130	+	945	28	23	19	57	49	21	27	36	41
YLR284C	NC_001144.5	706198	707040	-	843	13	15	12	22	22	10	22	54	21
YLR285W	NC_001144.5	707360	708145	+	786	22	10	7	61	43	28	32	30	44
YLR285C-A	NC_001144.5	708168	708338	-	171	110	75	72	26	40	8	18	16	16
YLR286C	NC_001144.5	708448	710136	-	1689	364	256	317	641	472	278	246	212	244
YLR287C	NC_001144.5	710991	712058	-	1068	11	7	6	52	19	17	13	20	22
YLR287C-A	NC_001144.5;NC_001144.5	712537;713156	712725;713158	-;-	192	587	318	347	624	575	212	122	196	238
YLR288C	NC_001144.5	713480	714904	-	1425	14	9	13	36	35	17	25	30	44
YLR289W	NC_001144.5	715089	717026	+	1938	24	23	23	36	29	8	39	41	42
YLR290C	NC_001144.5	717145	717978	-	834	68	48	49	48	65	19	53	64	65
YLR291C	NC_001144.5	718317	719462	-	1146	19	15	18	36	25	23	17	22	16
YLR292C	NC_001144.5	719789	720370	-	582	40	28	31	102	87	51	33	34	54
YLR293C	NC_001144.5	720771	721430	-	660	97	79	96	107	78	55	38	31	42
YLR295C	NC_001144.5	721999	722373	-	375	456	280	307	647	682	172	109	122	173
YLR296W	NC_001144.5	722978	723304	+	327	4	2	3	5	0	2	1	2	0
YLR297W	NC_001144.5	724044	724433	+	390	218	155	153	186	241	91	108	123	147
YLR298C	NC_001144.5	724721	725416	-	696	74	42	61	62	70	21	40	47	63
YLR299W	NC_001144.5	726069	728051	+	1983	55	35	37	164	78	125	183	190	211
YLR300W	NC_001144.5	728955	730301	+	1347	241	147	177	293	153	196	554	607	554
YLR301W	NC_001144.5	730825	731559	+	735	50	27	42	181	145	76	70	75	95
YNCL0037W	NC_001144.5;NC_001144.5	732090;732147	732127;732190	+;+	82	0	0	0	0	1	0	0	0	0
YLR302C	NC_001144.5	732191	732553	-	363	34	33	30	62	33	46	18	13	4
YLR303W	NC_001144.5	732542	733876	+	1335	1213	908	1021	860	612	604	123	141	110
YNCL0038W	NC_001144.5	734802	734875	+	74	0	0	0	0	0	0	0	0	0
YLR304C	NC_001144.5	735212	737548	-	2337	826	610	713	2172	1103	1490	782	782	741
YLR305C	NC_001144.5	738161	743863	-	5703	94	56	78	160	88	121	153	162	150
YLR306W	NC_001144.5;NC_001144.5	744151;744288	744153;744851	+;+	567	19	22	31	17	17	8	17	24	15
YLR307W	NC_001144.5	745620	746525	+	906	1	2	3	1	4	2	0	2	1
YLR307C-A	NC_001144.5	746848	747111	-	264	31	13	17	5	6	2	1	1	0
YLR308W	NC_001144.5	747937	748875	+	939	2	1	1	0	0	0	1	0	0
YLR309C	NC_001144.5	749034	751769	-	2736	294	173	225	177	417	17	84	123	152
YLR310C	NC_001144.5	752224	756993	-	4770	225	133	141	259	203	115	291	402	346
YLR312C	NC_001144.5	757637	758833	-	1197	109	64	67	97	97	71	149	196	210
YLR312W-A	NC_001144.5	759480	760241	+	762	66	32	41	96	74	26	22	29	31
YLR313C	NC_001144.5	760750	762342	-	1593	11	13	7	28	14	9	7	6	6
YLR314C	NC_001144.5	762575	764137	-	1563	148	76	95	90	95	29	35	37	32
YLR315W	NC_001144.5	764808	765269	+	462	3	2	1	5	3	5	5	4	2
YLR316C	NC_001144.5;NC_001144.5;NC_001144.5	765266;766130;766250	766073;766181;766358	-;-;-	969	15	8	11	37	30	15	24	26	33
YLR318W	NC_001144.5	766542	769196	+	2655	8	9	5	10	13	5	10	19	22
YLR319C	NC_001144.5	769318	771684	-	2367	13	21	15	32	40	11	27	29	35
YLR320W	NC_001144.5	771940	776304	+	4365	34	28	38	69	75	22	98	122	99
YLR321C	NC_001144.5	776584	777864	-	1281	22	13	22	30	39	6	15	13	16
YLR323C	NC_001144.5	778173	778952	-	780	20	5	4	26	27	13	17	16	24
YLR324W	NC_001144.5	779215	780786	+	1572	75	54	58	28	55	16	25	38	48
YLR325C	NC_001144.5	781143	781379	-	237	295	178	193	379	321	98	97	115	126
YLR326W	NC_001144.5	782174	782896	+	723	35	19	29	40	38	20	23	30	38
YLR327C	NC_001144.5	783127	783387	-	261	1625	1252	1505	373	789	66	26	36	28
YNCL0039W	NC_001144.5;NC_001144.5	784354;784410	784389;784453	+;+	80	0	0	0	0	0	0	0	0	0
YLR328W	NC_001144.5	784913	786118	+	1206	49	29	24	25	22	13	18	17	14
YLR329W	NC_001144.5;NC_001144.5	786442;786713	786615;787333	+;+	795	2	5	1	5	4	3	4	5	7
YLR330W	NC_001144.5	787664	789679	+	2016	221	123	168	149	122	53	99	101	105
YLR331C	NC_001144.5	790669	791046	-	378	10	6	6	20	12	5	6	16	8
YLR332W	NC_001144.5	790676	791806	+	1131	52	61	51	63	54	37	24	40	40
YNCL0040W	NC_001144.5	793918	793989	+	72	0	1	2	0	1	0	0	0	0
YNCL0041C	NC_001144.5	794486	794575	-	90	5	7	5	7	4	4	6	6	6
YNCL0042C	NC_001144.5	794697	794794	-	98	9	13	10	18	16	18	6	7	5
YNCL0043C	NC_001144.5	794937	795024	-	88	5	2	6	4	3	7	4	5	9
YLR333C	NC_001144.5	795573	795899	-	327	107	94	69	187	132	84	103	107	104
YNCL0044W	NC_001144.5	797178	797249	+	72	1	3	0	0	0	0	1	0	1
YLR335W	NC_001144.5	797430	799592	+	2163	125	103	94	110	128	44	92	109	104
YLR336C	NC_001144.5	799697	802396	-	2700	49	36	40	108	86	54	62	78	61
YLR337C	NC_001144.5	802653	805106	-	2454	39	38	38	9	24	17	13	20	18
YLR340W	NC_001144.5	805887	806825	+	939	222	119	123	176	168	105	125	132	129
YLR341W	NC_001144.5	807385	808818	+	1434	8	8	10	13	9	5	21	22	22
YLR342W	NC_001144.5	809997	815627	+	5631	955	567	682	1227	623	1103	1275	1389	1481
YLR342W-A	NC_001144.5	815810	815983	+	174	69	47	54	10	26	13	23	29	18
YLR343W	NC_001144.5	816094	817761	+	1668	38	28	35	26	16	13	14	29	38
YNCL0045W	NC_001144.5	818609	818680	+	72	1	0	1	0	0	0	0	0	0
YLR344W	NC_001144.5;NC_001144.5	819312;819778	819330;820142	+;+	384	134	83	85	231	160	97	67	88	84
YLR345W	NC_001144.5	820511	822040	+	1530	127	93	107	103	108	48	108	105	121
YLR346C	NC_001144.5	822287	822592	-	306	47	24	25	57	56	29	6	5	6
YLR347C	NC_001144.5	823828	826413	-	2586	75	58	54	236	128	187	175	197	169
YLR348C	NC_001144.5	826977	827873	-	897	76	38	43	85	86	33	57	50	52
YLR350W	NC_001144.5	828730	829380	+	651	181	113	154	242	288	178	98	124	128
YLR351C	NC_001144.5	829489	830364	-	876	33	19	22	115	70	63	81	108	82
YLR352W	NC_001144.5	831116	833539	+	2424	31	19	28	71	33	36	86	81	82
YLR353W	NC_001144.5	834352	836163	+	1812	40	27	28	17	26	19	29	23	29
YLR354C	NC_001144.5	836350	837357	-	1008	100	56	70	209	157	146	176	158	159
YLR355C	NC_001144.5	838066	839253	-	1188	323	197	158	606	361	340	233	234	242
YLR356W	NC_001144.5	840321	840914	+	594	91	71	79	37	35	22	69	60	57
YLR357W	NC_001144.5	841331	844000	+	2670	75	43	38	81	95	52	59	66	51
YLR358C	NC_001144.5	843487	844050	-	564	54	31	28	35	43	15	33	15	40
YLR359W	NC_001144.5	844282	845730	+	1449	76	56	56	325	165	144	116	139	157
YLR360W	NC_001144.5	846103	847422	+	1320	40	32	29	49	49	24	41	44	44
YLR361C	NC_001144.5	847388	849124	-	1737	16	13	15	36	20	23	38	45	48
YLR361C-A	NC_001144.5	849383	849679	-	297	20	13	13	24	29	11	10	16	13
YLR362W	NC_001144.5	849866	852019	+	2154	27	15	22	45	42	30	34	59	59
YLR363C	NC_001144.5	852495	853151	-	657	2	2	6	24	9	9	6	15	21
YLR363W-A	NC_001144.5	853461	853718	+	258	25	12	19	27	22	6	8	7	6
YLR364W	NC_001144.5	854062	854391	+	330	36	26	17	19	22	12	2	4	3
YLR365W	NC_001144.5	855199	855531	+	333	2	3	0	4	3	1	0	7	4
YLR367W	NC_001144.5;NC_001144.5	856442;857058	856574;857317	+;+	393	98	61	98	219	206	105	92	125	106
YNCL0046W	NC_001144.5	856710	856920	+	211	99	83	114	202	201	195	49	34	31
YLR368W	NC_001144.5	857540	859336	+	1797	16	11	19	32	28	26	37	52	47
YLR369W	NC_001144.5	859552	861525	+	1974	27	16	22	47	38	12	35	29	35
YLR370C	NC_001144.5	861718	862254	-	537	69	49	53	91	94	33	58	69	63
YLR371W	NC_001144.5	862714	866784	+	4071	82	44	55	138	104	51	145	201	177
YLR372W	NC_001144.5	867354	868391	+	1038	34	12	28	122	71	68	26	24	20
YLR373C	NC_001144.5	868662	871367	-	2706	37	37	32	77	57	27	83	64	64
YLR375W	NC_001144.5	871697	872728	+	1032	201	177	219	193	211	125	197	179	153
YLR376C	NC_001144.5	872826	873554	-	729	6	7	4	4	8	0	9	8	7
YLR377C	NC_001144.5	873746	874792	-	1047	211	129	187	716	476	520	38	28	24
YNCL0047W	NC_001144.5;NC_001144.5	875376;875436	875412;875471	+;+	73	0	0	1	0	0	0	0	0	0
YLR378C	NC_001144.5	875736	877178	-	1443	106	73	91	162	103	88	44	42	36
YLR379W-A	NC_001144.5	877444	877716	+	273	2	0	0	0	0	0	0	0	1
YLR380W	NC_001144.5	878282	879508	+	1227	36	24	31	33	36	23	16	23	22
YLR381W	NC_001144.5	879723	881924	+	2202	13	11	6	16	15	10	15	11	14
YLR382C	NC_001144.5	882067	884751	-	2685	58	42	39	85	70	42	52	71	71
YLR383W	NC_001144.5	885288	888632	+	3345	60	32	44	67	114	24	41	56	62
YLR384C	NC_001144.5	888851	892900	-	4050	74	57	59	207	129	111	182	210	188
YLR385C	NC_001144.5	892992	893390	-	399	3	3	0	5	1	4	2	3	1
YLR386W	NC_001144.5	893628	896270	+	2643	28	21	25	53	31	44	56	66	55
YLR387C	NC_001144.5	896374	897672	-	1299	143	87	118	140	109	62	75	89	85
YLR388W	NC_001144.5	898651	898821	+	171	161	112	107	134	135	50	49	46	77
YNCL0048W	NC_001144.5	899180	899382	+	203	240	173	224	463	447	752	399	364	608
YLR389C	NC_001144.5	899577	902660	-	3084	173	98	102	192	146	109	155	213	183
YLR390W	NC_001144.5	903066	903404	+	339	134	83	132	46	70	23	9	11	29
YLR390W-A	NC_001144.5	903724	904440	+	717	207	108	130	273	183	159	258	249	258
YLR392C	NC_001144.5	904749	906305	-	1557	36	18	28	55	51	24	30	44	39
YLR393W	NC_001144.5	907079	907918	+	840	16	5	8	14	10	10	14	8	10
YLR394W	NC_001144.5	907950	909398	+	1449	88	32	40	46	61	15	36	49	34
YLR395C	NC_001144.5	909729	909965	-	237	392	218	256	698	765	224	173	201	245
